ID,Author,Birth Year,Death Year
1881,坪内 雄蔵　→坪内逍遥,1859,1935,"Tsubouchi, Yuzo"
1882,キングスフォード アンナ,1846,1888,"Kingsford, Anna"
1883,高井 几董,1741,1789,"Tkai, Kitou"
1884,小宮 豊隆,1884,1966,"Komiya, Toyotaka"
1885,藤野 古白,1871,1895,"Fujino, Kohaku"
1886,藤井 英男,N/A,N/A,"Fujii, Hideo"
1887,小野 梓,1852,1886,"Ono, Azusa"
1888,ボーマルシェ ピエール＝オーギュスタン・カロン・ド,1732,1799,"Beaumarchais, Pierre-Augustin Caron de"
1889,山中 峯太郎,1885,1966,"Yamanaka, Minetaro"
1890,佐倉 潤吾,1905,1964,"Sakura, Jungo"
1891,矢崎 源九郎,1921,1967,"Yazaki, Genkuro"
1892,ラーゲルレーヴ セルマ,1858,1940,"Lagerlof, Selma"
1893,前田 晁,1879,1961,"Mada, Akira"
1894,木村 荘十,1897,1967,"Kimura, Soju"
1896,横川 顕正,1904,1940,"Yokogawa, Kensho"
1897,向山 栄五郎,1826,1897,"Mukouyam, Eigorou"
1898,明石 海人,1901,1939,"Akashi, Kaijin"
1899,暁烏 敏,1877,1954,"Akegarasu, Haya"
1900,ドロステ＝ヒュルスホフ アネッテ・フォン,1797,1848,"Droste-Hülshoff, Annette von"
1901,番匠谷 英一,1895,1966,"Banshoya, Eiichi"
1902,新井 紀一,1890,1966,"Arai, Kiichi"
1903,上田 広,1905,1966,"Ueda, Hiroshi"
1904,佐佐木 茂索,1894,1966,"Sasaki, Mosaku"
1905,中野 秀人,1898,1966,"Nakano, Hideto"
1906,河井 寛次郎,1890,1966,"Kawai, Kanjiro"
1907,窪田 空穂,1877,1967,"Kubota, Utsuho"
1908,小穴 隆一,1894,1966,"Oana, Ryuichi"
1909,安倍 能成,1883,1966,"Abe, Yoshishige"
1910,中島 哀浪,1883,1966,"Nakajima, Airo"
1911,川田 順,1882,1966,"Kawada, Jun"
1912,野間 清六,1902,1966,"Noma, Seiroku"
1913,深瀬 基寛,1895,1966,"Fukase, Motohiro"
1914,左川 ちか,1911,1936,"Sagawa, Chika"
1915,長田 幹彦,1887,1964,"Nagata, Mikihiko"
1916,円城 塔,1972,N/A,"EnJoe, Toh"
1917,福永 信,1972,N/A,"Fukunaga, Shin"
1918,澤西 祐典,1986,N/A,"Sawanishi, Yuten"
1919,シェミン マーガレット,N/A,1976,"Shemin, Margaretha"
1920,宝 探子,N/A,N/A,"Takara, Sagashi"
1921,沢瀉 久孝,1890,1968,"Omodaka, Hisataka"
1922,子母沢 寛,1892,1968,"Shimozawa, Kan"
1923,村岡 花子,1893,1968,"Muraoka, Hanako"
1924,吉田 茂,1878,1967,"Yoshida, Shigeru"
1925,シートン アーネスト・トンプソン,1860,1946,"Seton, Ernest Thompson"
1926,モンゴメリ ルーシー・モード,1874,1942,"Montgomery, Lucy Maud"
1927,野上 彰,1909,1967,"Nogami, Akira"
1928,彦山 光三,1893,1965,"Hikoyama, Kozo"
1929,長谷川 世一,N/A,N/A,"Hasegawa, Seiichi"
1930,鈴木 牧之,1770,1842,"Suzuki, Bokushi"
1931,岡田 武松,1874,1956,"Okada, Takematsu"
1932,山東 京山,1769,1858,"Santo, Kyozan"
1933,木山 捷平,1904,1968,"Kiyama, Shohei"
1934,柳原 白蓮,1885,1967,"Yanagiwara, Byakuren"
1935,石田 英一郎,1903,1968,"Ishida, Eiichiro"
1936,フローベール ギュスターヴ,1821,1880,"Flaubert, Gustave"
1937,笠 信太郎,1900,1967,"Ryu, Shintaro"
1938,新村 出,1876,1967,"Shinmura, Izuru"
1939,恒藤 恭,1888,1967,"Tsuneto, Kyo"
1940,小倉 右一郎,1881,1962,"Ogura, Yuichiro"
1941,梅原 真隆,1885,1966,"Umehara, Shinryu"
1942,野村 兼太郎,1896,1960,"Nomura, Kanetaro"
1943,成沢 玲川,1877,1962,"Narusawa, Reisen"
1944,本居 宣長,1730,1801,"Motoori, Norinaga"
1945,村岡 典嗣,1884,1946,"Muraoka, Tsunetsugu"
1946,宮崎 稔,N/A,1953,"Miyazaki, Minoru"
1947,前島 密,1835,1919,"Maejima, Hisoka"
1948,鮎川 義介,1880,1967,"Ayukawa, Yoshisuke"
1949,山浦 貫一,1893,1967,"Yamaura, Kan'ichi"
1950,クロッサー マイラ・ジョー,1880,1962,"Closser, Myla Jo"
1951,ブラックウッド アルジャーノン,1869,1951,"Blackwood, Algernon"
1952,チェンバース ロバート・Ｗ,1865,1933,"Chambers, Robert W."
1953,飯田 平作,1849,1940,"Iida, Heisaku"
1954,中村 清太郎,1888,1967,"Nakamura, Seitaro"
1955,太田 健一,N/A,N/A,"Ota, Ken'ichi"
1956,金森 徳次郎,1886,1959,"Kanamori, Tokujiro"
1957,毛利 基,1891,1961,"Mori, Motoi"
1958,富田 常雄,1904,1967,"Tomita, Tsuneo"
1959,プルス ボレスワフ,1847,1912,"Prus, Bolesław"
1960,ミルン アラン・アレクザンダー,1882,1956,"Milne, Alan Alexander"
1961,稲垣 巌,1897,1937,"Inagaki, Iwao"
1962,塩寺 はるよ,1914,1934,"Shiodera, Haruyo"
1963,信時 潔,1887,1965,"Nobutoki, Kiyoshi"
1964,天川 恵三郎,1864,1934,"Amakawa, Keizaburo"
1965,貝沢 藤蔵,1888,1966,"Kaizawa, Tozo"
1966,金成 マツ,1875,1961,"Kan'nari, Matsu"
1967,栗山 国四郎,1882,1956,"Kuriyama, Kunishiro"
1968,時枝 誠記,1900,1967,"Tokieda, Motoki"
1969,矢部 貞治,1902,1967,"Yabe, Teiji"
1970,島 秋人,1934,1967,"Shima, Akito"
1971,水野 広徳,1875,1945,"Mizuno, Hironori"
1972,林 譲治,1889,1960,"Hayashi, Joji"
1973,京口 元吉,1897,1967,"Kyoguchi, Motokichi"
1974,吉野 秀雄,1902,1967,"Yoshino, Hideo"
1975,大原 総一郎,1909,1968,"Ohara, Soichiro"
1976,三木 露風,1889,1964,"Miki, Rofu"
1977,森 於菟,1890,1967,"Mori, Otto"
1978,勝本 清一郎,1899,1967,"Katsumoto, Seiichiro"
1979,菱山 修三,1909,1967,"Hishiyama, Shuzo"
1980,広津 和郎,1891,1968,"Hirotsu, Kazuo"
1981,花柳 章太郎,1894,1965,"Hanayagi, Shotaro"
1982,前沢 長太郎,1895,1963,"Maezawa, Chotaro"
1983,淀野 隆三,1904,1967,"Yodono, Ryuzo"
1984,金沢 庄三郎,1872,1967,"Kanazawa, Shozaburo"
1985,薄田 太郎,1902,1967,"Susukida, Taro"
1986,秘田 余四郎,1908,1967,"Himeda, Yoshiro"
1987,大芝 惣吉,1868,1925,"Oshiba, Sokichi"
1988,北島 磯次,1881,1964,"Kitajima, Isotsugu"
1989,早川 鮎子,1936,1967,"Hayakawa, Ayuko"
1990,芥川 紗織　→間所紗織,1924,1966,"Akutagawa, Saori"
1991,東野辺 薫,1902,1962,"Tonobe, Kaoru"
1992,森 律子,1890,1961,"Mori, Ritsuko"
1993,石川 道雄,1900,1959,"Ishikawa, Michio"
1994,森 郁夫,1929,1966,"Mori, Ikuo"
1995,ジェイコブス ウイリアム・ワイマーク,1863,1943,"Jacobs, William Wymark"
1996,中村 研一,1895,1967,"Nakamura, Ken'ichi"
1997,三岸 好太郎,1903,1934,"Migishi, Kotaro"
1998,大石 誠之助,1867,1911,"Oishi, Seinosuke"
1999,菱田 春草,1874,1911,"Hishida, Shunso"
2000,野田 高梧,1893,1968,"Noda, Kogo"
2001,河竹 繁俊,1889,1967,"Kawatake, Shigetoshi"
2002,今西 竜,1875,1932,"Imanishi, Ryu"
2003,藤村 操,1886,1903,"Fujimura, Misao"
2004,獅子 文六,1893,1969,"Shishi, Bunroku"
2005,長谷川 如是閑,1875,1969,"Hasegawa, Nyozekan"
2006,奥野 信太郎,1899,1968,"Okuno, Shintaro"
2007,山東 京伝,1761,1816,"Santo, Kyoden"
2008,平光 吾一,1887,1967,"Hirako, Goichi"
2009,マッケナ リチャード・ミルトン,1913,1964,"McKenna, Richard Milton"
2010,スミス コードウェイナー,1913,1966,"Smith, Cordwainer"
2011,多田 不二,1893,1968,"Tada, Fuji"
2012,竹脇 昌作,1910,1959,"Takewaki, Shosaku"
2013,吉岡 禅寺洞,1889,1961,"Yoshioka, Zenjido"
2014,岡崎 勝男,1897,1965,"Okazaki, Katsuo"
2015,藤田 嗣治,1886,1968,"Fujita, Tsuguharu"
2016,ダ・ヴィンチ レオナルド,1452,1519,"da Vinci, Leonardo"
2017,円谷 幸吉,1940,1968,"Tsuburaya, Kokichi"
2018,大野 伴睦,1890,1964,"Ono, Banboku"
2019,広川 弘禅,1902,1967,"Hirokawa, Kozen"
2020,参謀本部,N/A,N/A,"Sanbohombu,"
2021,朝鮮総督府,N/A,N/A,"Chosensotokufu,"
2022,保篠 竜緒,1892,1968,"Hoshino, Tatsuo"
2023,池田 勇人,1899,1965,"Ikeda, Hayato"
2024,藤原 あき,1897,1967,"Fujiwara, Aki"
2025,具 珉　→金史良,1914,1950,"Ku, Min"
2026,岡本 良雄,1913,1963,"Okamoto, Yoshio"
2027,速水 春暁斎,1767,1823,"Hayami, Shungyosai"
2028,ルルー ガストン,1868,1927,"Leroux, Gaston"
2029,麻生 路郎,1888,1965,"Aso, Jiro"
2030,秦 豊吉,1892,1956,"Hata, Toyokichi"
2031,長谷川 利行,1891,1940,"Hasekawa, Toshiyuki"
2032,沼井 鉄太郎,1898,1959,"Numai, Tetsutaro"
2033,ヒューム デイヴィッド,1711,1776,"Hume, David"
2034,井上 基志,N/A,N/A,"Inoue, Motoshi"
2035,オーウェル ジョージ,1903,1950,"Orwell, George"
2036,パイパー ヘンリー・ビーム,1904,1964,"Piper, Henry Beam"
2037,南極探検後援会,N/A,N/A,N/A
2038,大谷 正信,1875,1933,"Otani, Masanobu"
2039,ポリドリ ジョン・ウィリアム,1795,1821,"Polidori, John William"
2040,笠間 杲雄,1885,1945,"Kasama, Akio"
2041,上 真行,1851,1937,"Ue, Sanemichi"
2043,ホワイト フレッド・Ｍ,1859,1935,"White, Fred M"
2044,奥 増夫,N/A,N/A,"Oku, Masuo"
2045,中村 喜治,N/A,N/A,"Nakamura, Yoshiharu"
2046,美濃部 達吉,1873,1948,"Minobe, Tatsukichi"
2047,中西 利雄,1900,1948,"Nakanishi, Toshio"
2048,小西 茂也,1909,1955,"Konishi, Shigeya"
2049,五十公野 清一,1902,1966,"Izumino, Seiichi"
2050,古賀 春江,1895,1933,"Koga, Harue"
2051,松本 竣介,1912,1948,"Matsumoto, Shunsuke"
2052,プリリュー エドゥアール・エルネ,1829,1915,"Prillieux, Édouard Ernest"
2053,竹本 周平,N/A,N/A,"Takemoto, Shuhei"
2054,石浜 知行,1895,1950,"Ishihama, Tomoyuki"
2055,石田 一松,1902,1956,"Ishida, Ichimatsu"
2056,青山 胤通,1859,1917,"Aoyama, Tanemichi"
2057,小河 滋次郎,1864,1925,"Ogawa, Shigejiro"
2058,留岡 幸助,1864,1934,"Tomeoka, Kosuke"
2059,天野 為之,1861,1938,"Amano, Tameyuki"
2060,塩沢 昌貞,1870,1945,"Shiozawa, Masasada"
2061,伊藤 博文,1841,1909,"Ito, Hirobumi"
2062,井上 勝,1843,1910,"Inoue, Masaru"
2063,浮田 和民,1859,1946,"Ukita, Kazutami"
2064,大浦 兼武,1850,1918,"Oura, Kanetake"
2065,大槻 如電,1845,1931,"Otsuki, Nyoden"
2066,近藤 廉平,1848,1921,"Kondo, Renpei"
2067,西園寺 公望,1849,1940,"Saionji, Kinmochi"
2068,桜井 錠二,1858,1939,"Sakurai, Joji"
2069,島田 三郎,1852,1923,"Shimada, Saburo"
2070,清水 澄,1868,1947,"Shimizu, Toru"
2071,副島 種臣,1828,1905,"Soejima, Taneomi"
2072,副島 八十六,1875,1950,"Soejima, Yasoroku"
2073,田中 不二麿,1845,1909,"Tanaka, Fujimaro"
2074,田 健治郎,1855,1930,"Den, Kenjiro"
2075,富井 政章,1858,1935,"Tomii, Masaaki"
2076,成瀬 仁蔵,1858,1919,"Naruse, Jinzo"
2077,鳩山 和夫,1856,1911,"Hatoyama, Kazuo"
2078,阪本 三郎,1867,1931,"Sakamoto, Saburo"
2079,松方 正義,1835,1924,"Matsukata, Masayoshi"
2080,箕作 佳吉,1858,1909,"Mitsukuri, Kakichi"
2081,三宅 秀,1848,1938,"Miyake, Hizu"
2082,山本 権兵衛,1852,1933,"Yamamoto, Gonnohyoe"
2083,嘉納 治五郎,1860,1938,"Kano, Jigoro"
2084,村崎 敏郎,1904,1962,"Murasaki, Toshiro"
2085,間所 紗織　→芥川紗織,1924,1966,"Madokoro, Saori"
2086,藤原 咲平,1884,1950,"Fujiwhara, Sakuhei"
2087,岸田 吟香,1833,1905,"Kishida, Ginko"
2088,木下 夕爾,1914,1965,"Kinoshita, Yuji"
2089,板谷 波山,1872,1963,"Itaya, Hazan"
2090,西村 皎三,1902,1944,"Nishimura, Kozo"
2091,青木 正児,1887,1964,"Aoki, Masaru"
2092,滝沢 敬一,1884,1965,"Takizawa, Keiichi"
2093,浜本 浩,1890,1959,"Hamamoto, Hiroshi"
2094,ベルレーゼ アウグスト・ナポレオーネ,1864,1903,"Berlese, Augusto Napoleone"
2095,織田 信長,1534,1582,"Oda, Nobunaga"
2096,辻 善之助,1877,1955,"Tsuji, Zennosuke"
2097,猪熊 敬一郎,1883,1911,"Inokuma, Keiichiro"
2098,永井 壮吉　→永井荷風,1879,1959,"Nagai, Soukichi"
2099,清水 登之,1887,1945,"Shimizu, Toshi"
2100,安部 磯雄,1865,1949,"Abe, Isoo"
2101,石黒 忠悳,1845,1941,"Ishiguro, Tadanori"
2102,尾崎 行雄,1858,1954,"Ozaki, Yukio"
2103,川島 甚兵衛,1853,1910,"Kawashima, Jinbe"
2104,久米 邦武,1839,1931,"Kume, Kunitake"
2105,後藤 新平,1857,1929,"Goto, Shimpei"
2106,酒匂 常明,1861,1909,"Sako, Tsuneaki"
2107,佐藤 昌介,1856,1939,"Sato, Shosuke"
2108,高橋 義雄　→高橋箒庵,1861,1937,"Takahashi, Yoshio"
2109,東儀 季治　→東儀鉄笛,1869,1925,"Togi, Sueharu"
2110,鳥谷部 銑太郎　→鳥谷部春汀,1865,1908,"Toyabe, Sentaro"
2111,福地 源一郎　→福地桜痴,1841,1906,"Fukuchi, Gen'ichiro"
2112,藤岡 勝二,1872,1935,"Fujioka, Katsuji"
2113,古河 潤吉,1870,1905,"Furukawa, Junkichi"
2114,本多 庸一,1849,1912,"Honda, Yoitsu"
2115,正木 直彦,1862,1940,"Masaki, Naohiko"
2116,益田 孝,1848,1938,"Masuda, Takashi"
2117,三宅 雄二郎　→三宅雪嶺,1860,1945,"Miyake, Yujiro"
2118,三好 退蔵,1845,1908,"Miyoshi, Taizo"
2119,村田 保,1843,1925,"Murata, Tamotsu"
2120,横井 時雄,1857,1927,"Yokoi, Tokio"
2121,ベルツ エルヴィン・フォン,1849,1913,"Balz, Erwin von"
2122,三島 弥彦,1886,1954,"Mishima, Yahiko"
2123,安井 曽太郎,1888,1955,"Yasui, Sotaro"
2124,和田 英作,1874,1959,"Wada, Eisaku"
2125,辰野 金吾,1854,1919,"Tatsuno, Kingo"
2126,ファン・ゴッホ フィンセント,1853,1890,"van Gogh, Vincent"
2127,荻野 吟子,1851,1913,"Ogino, Ginko"
2128,パスカル ブレーズ,1623,1662,"Pascal, Blaise"
2129,ケラーマン ベルンハルト,1879,1951,"Kellermann, Bernhard"
2130,ダンバー オリヴィア・ハワード,1873,1953,"Dunbar, Olivia Howard"
2131,吉村 冬彦　→寺田寅彦,1878,1935,"Yoshimura, Fuyuhiko"
2132,芥川 多加志,1922,1945,"Akutagawa, Takashi"
2133,片山 国嘉,1855,1931,"Katayama, Kunika"
2134,クレイン ウォルター,1845,1915,"Crane, Walter"
2135,アポリネール ギヨーム,1880,1918,"Apollinaire, Guillaume"
2136,ノアイユ アンナ・ド,1876,1933,"Noailles, Anna de"
2137,深沢 由次郎,1872,1943,"Fukazawa, Yoshijiro"
2138,パロマ コスティス,1859,1943,"Palamas, Kostis"
2139,ラニアン デイモン,1884,1946,"Runyon, Damon"
2140,末,N/A,N/A,"Matsu,"
2141,成瀬 無極,1885,1958,"Naruse, Mukyoku"
2143,深川 喜次郎,1872,1930,"Fukagawa, Kijiro"
2144,前田 多門,1884,1962,"Maeda, Tamon"
2145,前田 多門　→前田多門,1884,1962,N/A
2146,式守 伊之助,1886,1966,"Shikimori, Inosuke"
2147,原 杞憂,1905,1951,N/A
2148,原 杞憂　→原民喜,1905,1951,"Hara, Kiyuu"
2149,高柳 賢三,N/A,N/A,N/A
2150,笠井 新也,N/A,N/A,N/A
2151,熊平 武二,1906,1960,"Kumahira, Takeji"
2152,長瀬 金平,1885,N/A,"Nagase, Kinpei"
2153,渡辺 千吉郎,1869,1942,"Watanabe, Senkichirou"
2154,ヤコブセン イエンス・ペーター,1847,1885,"Jacobsen, Jens Peter"
2155,鈴木 三郎助,1868,1931,"Suzuki, Saburousuke"
2156,高石 真五郎,1878,1967,"Takaishi, Singorou"
2157,吉岡 信敬,1885,1940,"Yoshioka, Shinkei"
2158,関西 清,1903,1957,N/A
2159,関西 清,1903,1957,N/A
2160,加藤 光一,N/A,N/A,"Kato, Koichi"
2161,リンカーン エイブラハム,1809,1865,"Lincoln, Abraham"
2162,米川 正夫,1891,1965,"Yonekawa, Masao"
2163,馬場 恒吾,1875,1956,"Baba, Tsunego"
2164,平田 森三,1906,1966,"Hirata, Morisou"
2165,津田 梅子,1864,1929,"Tsuda, Umeko"
2166,河田 嗣郎,1883,1942,"Kawada, Shirou"
2167,三島 章道,1897,1965,"Mishima, Shoudou"
2168,鵜月 洋,1918,1965,"Uzuki, Hroshi"
2169,北村 兼子,1903,1931,"Kitamura, Kaneko"
2170,鈴木 虎雄,1878,1963,"Suzuki, Torao"
2171,大正天皇,N/A,N/A,"TaishoTenno,"
2172,橋爪 健,1900,1964,"Hashizume, Ken"
2173,田中 理夫,1903,1963,"Tanaka, Masao"
2174,管野 須賀子,1881,1911,"Kanno, Sugako"
2175,永倉 新八,1839,1915,"Nagakura, Shinpachi"
2176,稲生 正令,1735,1803,"Inou, Masayoshi"
2177,折口 春洋,1907,1945,"Orikuchi, Harumi"
2178,バチェラー ジョン,1854,1944,"Batchelor, John"
2179,静寛院宮,1846,1877,"Seikaninnomiya,"
2180,朝倉 文夫,1883,1964,"Asakura, Fumio"
2181,村田 孝太郎,1904,1946,"Murata, Koutarou"
2182,上田 貞次郎,1879,1940,"Ueda, Teijirou"
2183,沢村 栄治,1917,1944,"Sawamura, Eiji"
2184,豊臣 秀吉,1537,1598,"Toyotomi, Hideyoshi"
2185,館野 浩美,N/A,N/A,"Tateno, Hiromi"
2186,正親町 公和,1881,1960,"Oogimachi, Kinkazu"
2187,雪花 山人,N/A,N/A,"Sekka, Sanjin"
2188,エピクテトス,N/A,N/A,"Epictetus,"
2189,佐久間 政一,1885,1949,"Sakuma, Masakazu"
2190,川路 柳虹,1888,1959,"Kawaji, Ryukou"
2191,野村 長一　→野村胡堂,1882,1963,"Nomura, Osakazu"
2192,北村 初雄,1897,1922,"Kitamura, Hatsuo"
2193,佐藤 清,1885,1960,"Sato, Kiyoshi"
2194,高橋 元吉,1893,1965,"Takahashi, Motokichi"
2195,平戸 廉吉,1893,1922,"Hirato, Renkichi"
2196,淵上 毛銭,1915,1950,"Fuchigami, Mosen"
2197,国木田 治子,1879,1962,"Kunikida, Haruko"
2198,ロールストン トーマス・ウィリアム・ハーゼン,1785,1863,"Rolleston, Thomas William Hazen"
2199,稲生  武太夫　→稲生正令,1735,1803,"Inou, Budayuu"
2200,畔柳 二美,1912,1965,"Kuroyanagi, Fumi"
2201,陸 游,1125,1210,"Riku, Yu"
2202,内田 静生,1922,1946,"Uchida, Shizuo"
2203,武内 義雄,1886,1966,"Takeuchi, Yoshio"
2204,土井 林吉　→土井晩翠,1871,1952,"Doi, Rinkichi"
2205,ポアンカレ ジュール＝アンリ,1854,1912,"Poincaré, Jules-Henri"
2206,アウレリウス・アントニヌス マルクス,N/A,N/A,"Aurelius Antoninus, Marcus"
2208,村山 勇三,1887,1958,"Murayama, yuzo"
2209,ポースト メルヴィル・デイヴィスン,1869,1930,"Post, Melville Davisson"
2210,バー ロバート,1850,1912,"Barr, Robert"
2211,中村 正直,1832,1891,"Nakamura, Masanao"
2212,小杉 天外,1865,1952,"Kosugi, Tengai"
2213,ジェローム ジェローム・K,1859,1927,"Jerome, Jerome・Klapka"
2214,呉 秀三,1865,1932,"Kure, Shuzo"
2215,井上 日召,1886,1967,"Inoue, Nissho"
2216,范 成大,N/A,N/A,"Han, Seidai"
2217,畑中 武夫,1914,1963,"Hatanaka, Takeo"
2218,服部 達,1922,1956,"Hattori, Tatsu"
2219,クロフツ フリーマン・ウィルス,1879,1957,"Crofts, Freeman Wills"
2220,クライスト ベルント・ハインリッヒ・ヴィルヘルム・フォン,1777,1811,N/A
2221,クライスト ベルント・ハインリッヒ・ヴィルヘルム・フォン,1777,1811,"Kleist, Bernd Heinrich Wilhelm von"
2222,大沼 枕山,1818,1891,"Onuma, Chinzan"
2223,レールモントフ ミハイル・ユーリエヴィチ,N/A,N/A,"Lermontou, Michail  Iourievitch"
2224,北田 薄氷,N/A,N/A,"Kitada, Usurai"
2225,植木 枝盛,1857,1892,"Ueki, Emori"
2226,山本 泰弘,N/A,N/A,"Yamamoto, Yasuhiro"
2227,加藤 籌子,1883,1956,"Katou, Kazuko"
2228,コーピッシュ アウグスト,1799,1853,"Kopisch, August"
2229,小栗 かず　→加藤籌子,1883,1956,"Oguri, Kazu"
2230,河野 一郎,1898,1965,"Kono, Ichiro"
2231,カプアーナ ルイージ,1839,1915,"Capuana, Luigi"
2232,田原 勝典,1965,N/A,"Tabara, Katsunori"
2233,あさい ますお,1942,1966,"Asai, Masuo"
2234,多田 鼎,1875,1937,"Tata, Kanae"
2235,佐々木 月樵,1875,1926,"Sasaki, Gesshou"
2236,安藤 州一,1873,1950,"Anto, Shuichi"
2237,杉浦 正一郎,1911,1957,"Sugiura, Shouichirou"
2238,兼好法師,1283,1352,"Kenko Hoshi,"
2239,杉浦 正一郎,1911,1957,N/A
2240,松尾 芭蕉,1644,1694,"Matsuo, Basho"
2241,岩橋 武夫,1898,1954,"Iwahashi, Takeo"
2242,チュラーイ マルーシャ,1625,1653,"Churai, Marusia"
2243,楠瀬 喜多,1836,1920,"Kusunose, Kita"
2244,藤原 伊尹,N/A,N/A,"Fujiwara, Koretada"
2245,和田 信賢,1912,1952,"Wada, Nobukata"
2246,松岡 荒村,1879,1904,"Matsuoka, Koson"
2247,宮城 タマヨ,1892,1960,"Miyagi, Tamayo"
2248,北里 柴三郎,1853,1931,"Kitazato, Shibasaburo"
2250,北里,N/A,N/A,N/A
2251,高堂 要,1932,2001,"Takado, Kaname"
2252,鳩山 一郎,1883,1959,"Hatoyama, Ichiro"
2253,ヒルティ カール,1833,1909,N/A
2254,平田 元吉,N/A,N/A,"Hirata, Motokichi"
2255,Morishous T.H.E creative,N/A,N/A,"Morishous T.H.E creative,"
2256,日下 諗,1887,1938,"Kusaka, Shin"
2257,ショーペンハウアー アルトゥール,1788,1860,"Schopenhauer, Arthur"
2258,田中 寛一,1882,1962,"Tanaka, Kanichi"
2259,北川 千代,1894,1965,"Kitagawa, Chiyo"
2260,遠藤 琴子,1889,1925,"Endo, Kotoko"
2261,フォン・ザッハー＝マゾッホ レーオポルト,1836,1895,"von Sacher-Masoch, Leopold"
2262,渡辺 均,1894,1951,"Watanabe, Hitoshi"
2263,渡辺 均,1894,1951,"Watanabe, Hitoshi"
2264,青柳 有美,1873,1945,"Aoyagi, Yubi"
2265,ワインバウム スタンリー・Ｇ,1902,1935,"Weinbaum, Stanley G."
2266,垣沼 隆三郎　→式場隆三郎,1898,1965,"Kakinuma, Ryuzaburo"
2267,佐々 弘雄,1897,1498,"Sassa, Hiroo"
2268,岡松 参太郎,1871,1921,"Okamatsu, Santarou"
2269,高根 義人,1867,1930,"Takane, Yoshihito"
2272,小野塚 喜平次,1871,1944,"Onozuka, Kiheiji"
2273,仁井田 益太郎,1868,1945,"Niida, Masutarou"
2274,実業之日本社,N/A,N/A,"Jitsugyononihonsha,"
2275,丸木 砂土　→秦豊吉,1892,1956,"Maruki, Sado"
2276,添田 寿一,1864,1929,"Soeda, Juichi"
2277,イクバール ムハンマド,1877,1938,"Iqbal, Muhammad"
2278,片岡 弘次,1941,N/A,"Kataoka, Hiroji"
2279,鈴木 斌,1932,2005,"Suzuki, Takeshi"
2280,山根 しのぶ,1931,N/A,"Yamane, Shinobu"
2281,粕谷 俊樹,1939,N/A,"Kasuya, Toshiki"
2282,鈴木 郁子,N/A,N/A,"Suzuki, Ikuko"
2283,間嶋 幸恵,N/A,N/A,"Mashima, Yukie"
2284,石井 啓一郎,1963,N/A,"Ishii, Keiichiro"
2285,加藤 栄,1953,N/A,"Kato, Sakae"
2286,川口 健一,1949,N/A,"Kawaguchi, Ken'ichi"
2287,伊藤 宏美,1976,N/A,"Ito, Hiromi"
2288,丹羽 京子,1957,N/A,"Niwa, Kyoko"
2289,岡田 知子,1966,N/A,"Okada, Tomoko"
2290,長崎 広子,1967,N/A,"Nagasaki, Hiroko"
2291,石田 英明,1949,N/A,"Ishida, Hideaki"
2292,二元 裕子,1976,N/A,"Futamoto, Yuko"
2293,加古 志保,1966,N/A,"Kako, Shiho"
2294,小野沢 純,1941,N/A,"Onozawa, Jun"
2295,藤村 祐子,N/A,N/A,"Fujimura, Yuko"
2296,スライマン タイバ,N/A,N/A,"Sulaiman, Thaiyibah"
2297,河東田 静雄,1944,N/A,"Katoda, Shizuo"
2298,南田 みどり,1948,N/A,"Minamida, Midori"
2299,斎藤 紋子,1970,N/A,"Saito, Ayako"
2300,大上 正直,1954,N/A,"Oue, Masanao"
2301,蜂谷 純子,1936,N/A,"Hachiya, Junko"
2302,野口 忠司,1944,2021,"Noguchi, Tadashi"
2303,吉岡 みね子,1948,N/A,"Yoshioka, Mineko"
2304,野中 耕一,1934,2014,"Nonaka, Koichi"
2305,坂田 久美子,1950,N/A,"Sakata, Kumiko"
2306,宇戸 清治,1949,N/A,"Udo, Seiji"
2307,宇戸 優美子,1989,N/A,"Udo, Yumiko"
2308,カースミー アフマド・ナディーム,1916,2006,"Qasmi, Ahmad Nadim"
2309,マントー サアーダット・ハサン,1912,1955,"Manto, Saadat Hasan"
2310,マストゥール ハディージャ,1927,1982,"Mastur, Khadija"
2311,ウィハルジャ ヤティ・マルヤティ,1943,1985,"Wiharja, Yati Maryati"
2312,トハリ アフマッド,1948,N/A,"Tohari, Ahmad"
2313,アイプ・ロシディ,1938,2020,"Ajip Rosidi,"
2314,オメル・セイフェッティン,1884,1920,"Omer Seyfettin,"
2315,アリ サバハッティン,1907,1948,"Ali, Sabahattin"
2316,ナーズム・ヒクメット,1902,1963,"Nâzım Hikmet,"
2317,タック・ラム,1910,1942,"Thạch Lam,"
2318,グエン・ゴック トゥアン,1972,N/A,"Nguyễn Ngọc, Thuần"
2319,グエン・ニャット アイン,1955,N/A,"Nguyễn Nhầt, Ănh"
2320,オム ソンバット,1951,N/A,"Oum, Sambath"
2321,ヌー ハーイ,1916,1975,"Nou, Hach"
2322,ヴァイド クリシュナ・バルデーオ,1927,2020,"Vaid, Krishna Baldev"
2323,ウダイ・プラカーシ,1952,N/A,"Uday Prakash,"
2324,オスマン・クランタン Ｓ,1938,2008,"Othman Kelantan, S."
2325,マァゥン・マァゥン・ピュー,1930,N/A,"Maung Maung Pyu,"
2326,マァゥン・ティン,1909,2006,"Maung Htin,"
2327,チェニイ,1922,1974,"Kye Ni,"
2328,テインペーミン,1914,1978,"Thein Pe Myint,"
